"","year","cowcode","seriousattempt","success","perexitregularNC201","npolity2dummy","npolity2dummy11","absnpolity2dummy11","lautoc","successlautoc","successldemoc","weapondum2","weapondum3","weapondum4","weapondum5","weapondum6","numserdum2","numserdum3","numserdum4"
"300",1883,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"301",1884,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"302",1885,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"303",1886,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"304",1887,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"305",1888,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"306",1889,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"307",1890,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"308",1891,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"309",1892,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"310",1893,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"311",1894,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"312",1895,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"313",1896,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"314",1897,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"315",1898,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"316",1899,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"317",1900,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"318",1901,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"319",1902,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"320",1903,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"321",1904,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"322",1905,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"323",1906,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"324",1907,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"325",1908,"ARG",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"326",1909,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"327",1910,"ARG",0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"328",1911,"ARG",0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"329",1912,"ARG",0,0,0.800000011920929,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"330",1913,"ARG",0,0,0.800000011920929,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"331",1914,"ARG",0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"332",1915,"ARG",0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"333",1916,"ARG",1,0,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"334",1917,"ARG",0,0,0.666666686534882,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"335",1918,"ARG",0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"336",1919,"ARG",0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"337",1920,"ARG",0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"338",1921,"ARG",0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"339",1922,"ARG",0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"340",1923,"ARG",0,0,0.400000005960464,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"341",1924,"ARG",0,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"342",1925,"ARG",0,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"343",1926,"ARG",0,0,0.571428596973419,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"344",1927,"ARG",0,0,0.571428596973419,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"345",1928,"ARG",0,0,0.571428596973419,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"346",1929,"ARG",1,0,0.666666686534882,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
"347",1930,"ARG",0,0,0.666666686534882,0,-1,1,0,0,0,0,0,0,0,1,0,0,0
"348",1931,"ARG",0,0,0.600000023841858,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"349",1932,"ARG",0,0,0.600000023841858,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"350",1933,"ARG",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"351",1934,"ARG",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"352",1935,"ARG",0,0,0.333333343267441,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"353",1936,"ARG",0,0,0.333333343267441,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"354",1937,"ARG",0,0,0.333333343267441,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"355",1938,"ARG",0,0,0.428571432828903,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"356",1939,"ARG",0,0,0.428571432828903,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"357",1940,"ARG",0,0,0.428571432828903,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"358",1941,"ARG",0,0,0.428571432828903,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"359",1942,"ARG",0,0,0.375,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
"360",1943,"ARG",0,0,0.571428596973419,0,-1,1,0,0,0,0,0,0,0,1,0,0,0
"361",1944,"ARG",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"362",1945,"ARG",0,0,0.400000005960464,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"363",1946,"ARG",0,0,0.333333343267441,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"364",1947,"ARG",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"365",1948,"ARG",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"366",1949,"ARG",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"367",1950,"ARG",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"368",1951,"ARG",0,0,0.428571432828903,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"369",1952,"ARG",0,0,0.428571432828903,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"370",1953,"ARG",0,0,0.600000023841858,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"371",1954,"ARG",0,0,0.600000023841858,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"372",1955,"ARG",0,0,0.600000023841858,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"373",1956,"ARG",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"374",1957,"ARG",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"375",1958,"ARG",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"376",1959,"ARG",0,0,0.555555582046509,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"377",1960,"ARG",0,0,0.555555582046509,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"378",1961,"ARG",0,0,0.545454561710358,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"379",1962,"ARG",0,0,0.538461565971375,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"380",1963,"ARG",0,0,0.538461565971375,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"381",1964,"ARG",0,0,0.583333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"382",1965,"ARG",0,0,0.583333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"383",1966,"ARG",0,0,0.583333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"384",1967,"ARG",0,0,0.600000023841858,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"385",1968,"ARG",0,0,0.636363625526428,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"386",1969,"ARG",0,0,0.636363625526428,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"387",1970,"ARG",0,0,0.636363625526428,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"388",1971,"ARG",0,0,0.699999988079071,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"389",1972,"ARG",0,0,0.571428596973419,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"390",1973,"ARG",0,0,0.571428596973419,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"391",1974,"ARG",0,0,0.571428596973419,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"392",1975,"ARG",0,0,0.666666686534882,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
"393",1976,"ARG",1,0,0.75,0,-1,1,0,0,0,0,1,0,0,0,0,0,0
"394",1977,"ARG",1,0,0.75,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"395",1978,"ARG",0,0,0.75,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"396",1979,"ARG",0,0,0.800000011920929,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"397",1980,"ARG",0,0,0.800000011920929,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"398",1981,"ARG",0,0,0.857142865657806,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"399",1982,"ARG",0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"400",1983,"ARG",0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"401",1984,"ARG",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"402",1985,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"403",1986,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"404",1987,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"405",1988,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"406",1989,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"407",1990,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"408",1991,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"409",1992,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"410",1993,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"411",1994,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"412",1995,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"413",1996,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"414",1997,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"415",1998,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"416",1999,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"417",2000,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"418",2001,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"419",2002,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"420",2003,"ARG",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"421",2004,"ARG",0,0,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0
"422",1991,"ARM",0,0,NA,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"423",1992,"ARM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"424",1993,"ARM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"425",1994,"ARM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"426",1995,"ARM",0,0,NA,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
"427",1996,"ARM",0,0,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0
"428",1997,"ARM",0,0,NA,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"429",1998,"ARM",0,0,NA,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"430",1999,"ARM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"431",2000,"ARM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"432",2001,"ARM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"433",2002,"ARM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"434",2003,"ARM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"435",2004,"ARM",0,0,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0
"436",1875,"AUH",0,0,NA,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"437",1876,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"438",1877,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"439",1878,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"440",1879,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"441",1880,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"442",1881,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"443",1882,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"444",1883,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"445",1884,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"446",1885,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"447",1886,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"448",1887,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"449",1888,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"450",1889,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"451",1890,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"452",1891,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"453",1892,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"454",1893,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"455",1894,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"456",1895,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"457",1896,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"458",1897,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"459",1898,"AUH",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"460",1899,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"461",1900,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"462",1901,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"463",1902,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"464",1903,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"465",1904,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"466",1905,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"467",1906,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"468",1907,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"469",1908,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"470",1909,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"471",1910,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"472",1911,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"473",1912,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"474",1913,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"475",1914,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"476",1915,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"477",1916,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"478",1917,"AUH",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"479",1918,"AUH",0,0,NA,0,NA,NA,1,0,0,0,0,0,0,1,0,0,0
"480",1901,"AUL",0,0,1,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"481",1902,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"482",1903,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"483",1904,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"484",1905,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"485",1906,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"486",1907,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"487",1908,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"488",1909,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"489",1910,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"490",1911,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"491",1912,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"492",1913,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"493",1914,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"494",1915,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"495",1916,"AUL",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"496",1917,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"497",1918,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"498",1919,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"499",1920,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"500",1921,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"501",1922,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"502",1923,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"503",1924,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"504",1925,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"505",1926,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"506",1927,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"507",1928,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"508",1929,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"509",1930,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"510",1931,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"511",1932,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"512",1933,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"513",1934,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"514",1935,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"515",1936,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"516",1937,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"517",1938,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"518",1939,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"519",1940,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"520",1941,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"521",1942,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"522",1943,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"523",1944,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"524",1945,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"525",1946,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"526",1947,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"527",1948,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"528",1949,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"529",1950,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"530",1951,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"531",1952,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"532",1953,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"533",1954,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"534",1955,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"535",1956,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"536",1957,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"537",1958,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"538",1959,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"539",1960,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"540",1961,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"541",1962,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"542",1963,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"543",1964,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"544",1965,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"545",1966,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"546",1967,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"547",1968,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"548",1969,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"549",1970,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"550",1971,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"551",1972,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"552",1973,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"553",1974,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"554",1975,"AUL",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"555",1976,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"556",1977,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"557",1978,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"558",1979,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"559",1980,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"560",1981,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"561",1982,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"562",1983,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"563",1984,"AUL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"564",1985,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"565",1986,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"566",1987,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"567",1988,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"568",1989,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"569",1990,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"570",1991,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"571",1992,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"572",1993,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"573",1994,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"574",1995,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"575",1996,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"576",1997,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"577",1998,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"578",1999,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"579",2000,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"580",2001,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"581",2002,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"582",2003,"AUL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"583",2004,"AUL",0,0,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0
"584",1918,"AUS",0,0,0.833333313465118,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"585",1919,"AUS",0,0,0.769230782985687,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"586",1920,"AUS",1,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"587",1921,"AUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"588",1922,"AUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"589",1923,"AUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"590",1924,"AUS",1,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"591",1925,"AUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"592",1926,"AUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"593",1927,"AUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"594",1928,"AUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"595",1929,"AUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"596",1930,"AUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
